,TG ID,Caption,TikTokName,File_ID,Date
0,6007958666,None,66_www,BAACAgIAAxkBAAIMnmVd65--GlkLTizbCTUxBUagJ65JAAIuMwACzRrxSvMb7dXA_wtbMwQ,2023-11-22 11:53:03+00:00
