,TG ID,Caption,Firstname,File_ID,Date
0,2134194986,Nonevideo (2160p).mp4,s555_unique_555x,BAACAgIAAxkBAAIKVWVdu64yqG68bzxoEym_rGenPcEjAAJ4NAACAyvwSsu-X9Btk93zMwQ,2023-11-22 08:28:30+00:00
1,2134194986,Nonevideo (2160p).mp4,s555_unique_555x,BAACAgIAAxkBAAIMkGVd6CbVbfR2jjBZ_yL63wAB07GPYwACsTYAAgMr8Eoz6KHiLeTK9TME,2023-11-22 11:38:14+00:00
2,2134194986,"None🧹🧼_Genius_Home_Hacks_That_Really_Work_✨_Clean,_Repair_&_Organize.mp4",s555_unique_555x,BAACAgIAAxkBAAIMx2Vd86toWO6_cBJlN4JBRx61Yk6JAAIpNwACAyvwSipIvqaFsRXFMwQ,2023-11-22 12:27:23+00:00
3,2134194986,None22 AWESOME HACKS AND DIYs YOU SHOULD TRY.mp4,s555_unique_555x,BAACAgIAAxkBAAINAWVd9FqiUIX22-PtN3N3_9_YqPFeAAIwNwACAyvwSj-ANgvLc8zBMwQ,2023-11-22 12:30:18+00:00
